index	sentence	label
11289	The use of aspirin and @Chemical$ in combination has become part of the standard clinical care of patients with @Disease$.	0
11290	Large-scale trials are warranted to determine the safety and efficacy of @Chemical$ desensitization therapy in patients with concomitant @Disease$ because data are currently limited to small case series.	0
11291	"CONCLUSION : Patients with @Chemical$ allergy may not have complete resolution of their symptoms after standard desensitization, particularly those patients with concomitant @Disease$."	1
11292	"Both patients were then treated with a carboplatin alternative to @Chemical$ in the following courses, which resulted in neither a relapse of the @Disease$ nor a recurrence of the malignancies up to this time."	1
11293	"The first patient developed @Disease$ and pain in a band-like distribution, corresponding to T10-T12 dermatomes, shortly after gold sodium thiomalate ( @Chemical$ ) injection."	1
11294	"CONCLUSIONS: In a real-world PCI registry, patients with @Disease$ experienced lower risk of bleeding risk on @Chemical$."	0
11295	"Although moderate myelosuppression is not uncommonly seen in patients treated with @Chemical$, @Disease$ has not previously been reported to be associated with this agent."	1
11296	@Chemical$-induced @Disease$ is a rare side effect.	1
11297	"Aspirin-exacerbated respiratory disease (AERD) refers to the combination of asthma, @Disease$ with nasal polyposis, and acute upper and lower respiratory tract reactions to the ingestion of aspirin (@Chemical$, ASA) and other cyclooxygenase-1 inhibiting non-steroidal anti-inflammatory drugs."	0
11298	"We also describe a new, noninvasive method to assess @Chemical$-induced @Disease$ when curariform muscle relaxant was given simultaneously."	1
11299	The present report describes the first case of @Disease$ associated with @Chemical$ treatment of endometriosis.	1
11300	BACKGROUND: Patients with @Disease$ who have aspirin sensitivity have greater cysteinyl leukotriene production and greater airway hyperresponsiveness to the effects of inhaled @Chemical$s than their aspirin-tolerant counterparts.	0
11301	We report two new cases of @Disease$ in two patients with hepatitis C virus infection treated with interferon alfa and @Chemical$.	1
11302	"We introduce a case of a sixty years old woman with several previous episodes of rhinitis, @Disease$ and perspiration immediately after the administration of salmon @Chemical$ with nasal spray or intramuscular administration ( Calsynar )."	1
11303	"BACKGROUND: Although the mechanism that underlies aspirin @Disease$ is not completely understood, an IgE-mediated response was reported for a patient with @Chemical$-intolerant chronic urticaria (AICU)."	0
11304	"OBJECTIVE: Low molecular weight (LMW) @Chemical$, with or without aspirin (acetylsalicylic acid [ASA]), is used to prevent complications in @Disease$ in pregnancy."	0
11305	"We describe the development of ischemic colitis in a woman who was treated with tegaserod and review the relationship among @Disease$, @Chemical$ use, and irritable bowel syndrome."	1
11306	OBJECTIVE: @Chemical$ is a commonly used medicine for primary and secondary prevention of @Disease$.	0
11307	"A prior history of @Disease$ was predictive of @Chemical$-related UGS (OR: 17.60; CI 95%: 11.52-26.88) whereas neither, gender nor aspirin dosage (ranging from 75 and 325 mg) predicted the occurrence of UGS."	0
11308	@Disease$ resolved with discontinuation of @Chemical$.	1
11309	CONCLUSIONS: Daily @Chemical$ 20 mg is efficacious and well tolerated in reducing the recurrence of peptic @Disease$ in East-Asian patients with a history of ulcers who are taking low-dose ASA for cardiovascular protection.	0
11310	Use of @Chemical$ in conjunction with angiotensin-converting enzyme inhibitors does not worsen long-term survival in @Disease$.	0
11311	CONCLUSIONS: Continued @Chemical$ therapy in patients undergoing dental osteotomies has no effect on the incidence of @Disease$ and should not be interrupted.	0
11312	Objective:The aim of this study is to observe the effects of asthma and @Chemical$ asthma on chronic @Disease$ and to explore the corresponding clinical value.	0
11313	The @Disease$ resolved on discontinuation of @Chemical$.	1
11314	"A mentally retarded 23-year-old woman with myoclonic astatic epilepsy developed an @Disease$, called camptocormia, during @Chemical$ monotherapy."	1
11315	"This analysis suggests a potential mild excess @Disease$ risk, but no mortality benefit in Korean post-PCI patients treated with @Chemical$ for an additional 18 months beyond conventional 12 months DAPT."	0
11316	"Albeit rare among Western patients, such @Chemical$-associated @Disease$ appeared to be more likely to occur in Hong Kong Chinese."	1
11317	"While both @Chemical$ and digoxin can cause permanent @Disease$, the ocular effects are often reversible."	1
11318	"We describe a case of disseminated muscular cysticercosis followed by myositis ( fever, @Disease$, weakness of the lower limbs, and inflammatory reaction around dying cysticerci ) induced by @Chemical$ therapy, an event not described previously."	1
11319	[Risk of @Disease$ after intake of @Chemical$ and acetylsalicylic acid].	0
11320	"We report the case of an 87-year-old white woman with myasthenia gravis who presented with @Disease$, shortness of breath, azotemia, and hyperkalemia shortly after completing a course of intravenous @Chemical$ ( IVIG )."	1
11321	A patient with intracranial osteosarcoma that arose 16 years after radiation therapy for hereditary retinoblastoma developed fatal cerebral edema and @Disease$ after she received a single dose of intravenous @Chemical$.	1
11322	RESULTS : Both cases presented here describe @Disease$ that persisted and showed signs of worsening during weeks of frequent topical dosing with @Chemical$.	1
11323	A patient with acute changes suggesting @Disease$ after parenteral @Chemical$ administration is described.	1
11324	We report a 76-year-old man who developed an @Disease$ following high-dose @Chemical$ treatment for pneumococcal septicaemia.	1
11325	"However, a recent post-marketing survey in Japan revealed that @Disease$ occurred in 4 among approximately 2 000 Japanese patients treated with @Chemical$."	1
11326	The aspirin group without anti-ulcer drugs (A(-) group) comprised 47 patients and the non-@Chemical$ group without anti-@Disease$ drugs (NA(-) group) 31 patients.	0
11327	CONCLUSION: This study did not find more @Disease$ than in previous neurointerventional reports using DAPT with aspirin + ticagrelor or @Chemical$ + clopidogrel.	0
11328	We report two patients with @Disease$ induced by salazosulfapyridine ( @Chemical$ ).	1
11329	Significant differences in dog-days of @Disease$ were found between the aspirin and deracoxib groups whereas no significant differences were found between the @Chemical$ and placebo groups.	0
11330	@Disease$ develops in most patients after transplantation when immunosuppression is based on @Chemical$ and prednisone.	1
11331	This finding suggests that @Chemical$ can precipitate @Disease$ in some susceptible patients.	1
11332	"In this study, we compared the roles of CysLT receptor type 1 (CysLTR1) and leukotriene C4 synthase (LTC4S) gene polymorphisms in two major aspirin-related allergic diseases, aspirin-intolerant asthma (@Disease$) and @Chemical$-induced chronic urticaria/angioedema (AICU)."	0
11333	We have previously shown that hypoacidity related with @Disease$ as well as taking PPI and co-treatment of angiotensin type 1 receptor blocker seem to reduce peptic ulcer among @Chemical$ users.	0
11334	Initial reaction to @Chemical$ involving @Disease$ and reacting to ASA within the past year increased the risk of having a reaction to desensitization.	0
11335	"CONCLUSIONS: In nasal polyps of @Chemical$-@Disease$ patients, up-regulation of the adhesion molecules ICAM-1 and VCAM-1 and the integrin VLA-4 may play an important role in the development of chronic eosinophilic inflammation."	0
11336	"Therefore, although @Chemical$ reportedly causes fewer adverse reactions for cardiac rhythms than third-generation quinolone antibiotics, one must be cautious of the interference of other drugs during @Disease$ in order to prevent TdP."	1
11337	Life-threatening @Disease$ after the use of @Chemical$ in atrial flutter.	1
11338	"A 7-year-old with congenital toxoplasmosis who took @Chemical$ and sulfadiazine for reactivated chorioretinitis developed fever, severe cutaneous involvement, swelling, abdominal pain and @Disease$, persisting weeks after withholding medicines."	1
11339	"Cardiac glycosides are thought to prevent @Chemical$ @Disease$ by competitively inhibiting doxorubicin at its receptor sites, but ouabain has a much shorter half life than doxorubicin and its metabolites and so is less effective than digoxin."	1
11340	"OBJECTIVE: We evaluated hourly dose escalations in a subset of patients with chronic rhinosinusitis, nasal polyps, and @Disease$ who historically reacted to @Chemical$ within 1 hour or were avoiding aspirin with the goal of developing a safe and efficient desensitization protocol."	0
11341	@Chemical$-induced @Disease$.	1
11342	"Two patients with imminent gangrene of the extremities caused by @Chemical$-induced @Disease$ underwent mechanical dilatation of the arteries when conventional measures such as anticoagulation, vasodilation, and sympathetic blockade produced no improvement."	1
11343	"The most common side effects are gastrointestinal and renal, but adverse respiratory effects are not uncommon, and approximately 10% of adult @Disease$tics are @Chemical$ intolerant."	0
11344	"In our investigation of such adverse effects, we obtained 4 important findings considered useful for physicians, as follows; 1) even when aspirin was given at a dose, the incidence rate of @Disease$ was higher than with other non-steroidal anti-inflammatory drugs (NSAIDs), 2) the odds ratios for gastrointestinal lesions induced by aspirin with a histamine H2 receptor antagonist and proton pump inhibitor were 0.6 and 0.4, respectively, as compared with aspirin alone, 3) it is difficult to administer @Chemical$, which exerts an antiplatelet effect, without inducing gastrointestinal lesions, and 4) these gastrointestinal lesions appears early, especially within 2 years after administration."	0
11345	"On the next day, after a total dose of only 600 mg of @Chemical$, @Disease$ and purpura occurred."	1
11346	"After initiation of topical @Chemical$ ointment ( 20 micro g / g of tacalcitol ) 10 g / day for the skin lesions, both the @Disease$ gradually."	1
11347	BACKGROUND AND PURPOSE: Apixaban reduces stroke with comparable bleeding risks when compared with aspirin in patients with @Disease$ who are unsuitable for @Chemical$ antagonist therapy.	0
11348	"BACKGROUND AND AIMS: Nitric oxide-releasing aspirin (NO-ASA) has been shown to inhibit cyclo-oxygenase and prostaglandin generation without causing mucosal damage, but the role of reactive oxygen species (@Chemical$) and cytokines in the action of ASA and NO-ASA against acute @Disease$ has been little studied."	0
11349	"@Chemical$ is frequently associated with @Disease$, but this is only the second case of toxic epidermal necrolysis described in connection with this drug."	1
11350	"A @Disease$ was also more likely with the use of @Chemical$ (n = 4/10 vs 10/190, 40% vs 5.3%, P &lt; 0.0001) in combination with aspirin in 12/14 patients."	0
11351	Safety of low-dose @Chemical$ in endovascular treatment for @Disease$.	0
11352	"However, given the clinically significant result to the interaction between tolazoline and @Chemical$ we report, the use of cimetidine in tolazoline induced @Disease$ should deserve more attention."	1
11353	"A toxic encephalopathy characterized by depressed level of consciousness, marked irritability, and @Disease$ developed in seven children, 5 years of age and younger, following administration of an antiemetic combination of pentobarbital and @Chemical$."	1
11354	"However, recent studies have shown that continuation of @Chemical$ is beneficial because of a decrease of cardiovascular complications and only a relatively small increase of recurrent @Disease$ when combined with a proton pump inhibitor."	0
11355	"The fetal @Chemical$ syndrome ( @Disease$ ) is characterized by distinctive facial appearance, major and minor malformations, and developmental delay."	1
11356	CONCLUSION: The data suggest a possible role for @Chemical$(2) in mediating epithelial repair in @Disease$.	0
11357	@Disease$ due to @Chemical$.	1
11358	Clopidogrel is an ADP receptor antagonist and in combination with @Chemical$ widely used in patients with @Disease$ to reduce the incidence of ischemic events.	0
11359	"Also, women had less peripheral artery disease (@Chemical$, 2.4% versus 3.7%; apixaban, 1.4% versus 3.0%), more @Disease$, and higher mean CHADS2 (congestive heart failure, hypertension, age of 75 years or older, diabetes [1 point each], stroke or transient ischemic attack [2 points]) scores (aspirin, 2.2 versus 2.0; apixaban, 2.1 versus 2.0)."	0
11360	"A @Chemical$ hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, @Disease$, and mononucleosis, has been described in patients treated with the drug for leprosy."	1
11361	The mean number of reddened lesions was significantly higher and the mean number of erosions/@Disease$ and CE scores significantly lower in the LDA group than in the other non-@Chemical$ NSAID group.	0
11362	Use of low-dose @Chemical$ concurrently with use of a selective cyclo-oxygenase-2 inhibitor may provide some degree of protection against the potential cardiovascular @Disease$ of the latter but both laboratory and clinical studies suggest that the concomitant use of these two types of drugs results in gastrointestinal ulceration comparable to what is seen with conventional non-steroidal anti-inflammatory drugs.	0
11363	"BACKGROUND: Multiple NSAID-induced @Disease$/angioedema (MNSAID-UA) is an entity well differentiated from @Chemical$-exacerbated respiratory disease (AERD), although no detailed phenotype analysis has yet been performed."	0
11364	@Disease$ is an infrequent but recognized complication of @Chemical$ addiction.	1
11365	"A 26-year-old Japanese man, who had been receiving medical attention for ulcerative colitis for one year, presented with diffuse erythema and pustules on his face and trunk, @Disease$, and fever up to 39 degrees C one day after the administration of @Chemical$."	1
11366	A patient developed @Disease$ paralleling the course of @Chemical$ ( IFN alpha ) therapy for chronic hepatitis C.	1
11367	"We report the case of an 87-year-old white woman with myasthenia gravis who presented with @Disease$, shortness of breath, azotemia, and hyperkalemia shortly after completing a course of intravenous immunoglobulin ( @Chemical$ )."	1
11368	"The possibility of phenytoin @Disease$ should be considered when patients receiving @Chemical$ have unusual symptoms, particularly fever, rash, and lymphadenopathy."	1
11369	She continued to receive regular @Chemical$ 4 times per day over the following 3 years with only occasional @Disease$.	1
11370	"One patient required nursing home placement and a @Disease$ as a result of the worsening parkinsonism during risperidone treatment, but was able to return home and have the gastrostomy removed after switching from @Chemical$ to clozapine."	1
11371	@Chemical$ challenge/desensitisation before coronary stenting in subjects with history of @Disease$.	0
11372	Pretreatment with @Chemical$ or tryptophan remarkably reduced ASA induced @Disease$ and microbleeding.	0
11373	@Disease$ is a serious complication of @Chemical$ and clopidogrel ( dual ) anti-platelet therapy with a high morbidity and mortality.	1
11374	"He developed fever, @Disease$, diarrhea, and malaise and stopped taking on the third day after commencing @Chemical$."	1
11375	"Univariate analysis showed that continuous aspirin use was not significantly associated with bleeding complications (odds ratio, 0.933; 95% confidence interval, 0.283-3.074; P = .910 in the aspirin and control groups) and that discontinuous @Chemical$ use was not significantly associated with @Disease$ complications (odds ratio, 0.963; 95% confidence interval, 0.230-4.025; P = .959 in the aspirin and control groups; odds ratio, 0.969; 95% confidence interval, 0.198-4.752; P = .969 in the aspirin and discontinuous groups)."	0
11376	"Thirty-six patients with AL received, in a three-month period, 51 cycles of combined chemotherapy which included, in all of them, @Chemical$ ( ARA-C ); among them, along with myelosuppression, five experienced fever, infectious complications, gastrointestinal tract symptoms and @Disease$."	1
11377	Sinonasal outcomes after endoscopic sinus surgery in asthmatic patients with nasal polyps: a difference between @Chemical$-tolerant and aspirin-induced @Disease$?	0
11378	"We evaluated the differences in ACS type, total mortality, and the composite end point of @Disease$, myocardial infarction (MI), recurrent ischemia, or stroke between prior @Chemical$ and nonprior aspirin users."	0
11379	"We report an HIV-infected woman who developed mild @Disease$ as the first sign of a @Chemical$-related adverse event, which was followed by skin and hepatic toxicity associated with a more severe leukopenia."	1
11380	"METHODS: We investigated intolerance and @Disease$ while on aspirin and @Chemical$ discontinuation using 5337 post-acute coronary syndrome patients considered appropriate for chronic antiplatelet therapy who were randomly assigned to aspirin in SYMPHONY and 2nd SYMPHONY and followed for 94 (64,157) days."	0
11381	"The more common grade 3 or 4 adverse effects of @Chemical$ include hypertension, fatigue, hand-foot syndrome, elevated lipase and @Disease$."	1
11382	"The mean concentration of PGD(2) for non@Disease$tic patients, patients with ATA, and patients with @Chemical$ was 0.18 +/- 0.16 ng/mL (4.7-fold of the basic production), 0.18 +/- 0.14 ng/mL (4.2-fold), and 0.235 +/- 0.19 ng/mL (1.9-fold), respectively."	0
11383	"Higher CHADS2 scores are associated with increasing rates of @Disease$ and stroke, but the balance between risks and benefits of apixaban compared with @Chemical$ is favorable irrespective of baseline stroke risk."	0
11384	Development of essential @Disease$ in a patient treated with interferon alfa and @Chemical$ for hairy cell leukemia.	1
11385	METHODS : A 68-year-old man developed intense conjunctival hyperemia and cystoid macula edema after switching from @Chemical$ to bimatoprost 9 months after cataract surgery in an eye at low-risk for this @Disease$.	1
11386	Our retrospective study reviewed the effectiveness of PFA-100 in detecting @Disease$ caused by aspirin and @Chemical$ and determined its clinical importance.	0
11387	"During clarithromycin coadministration, four out of the seven patients developed moderate-to-severe @Disease$ of @Chemical$, such as drowsiness, dizziness, and ataxia, which resolved within 5 days after clarithromycin discontinuation."	1
11388	@Chemical$ attenuates aspirin-induced @Disease$: role of inducible nitric oxide synthase.	0
11389	"In two separate series, platelet aggregation and carrageenan arthritis-induced inflammatory @Disease$ were measured in control, ASA and ASA-@Chemical$-treated groups."	0
11390	"The current report describes a man who was prescribed @Chemical$ for epilepsy and subsequently developed widespread skin rash, acute kidney injury, high-grade fever, eosinophilia, liver dysfunction, lymphadenopathy and @Disease$."	1
11391	"We conclude that ( a ) @Chemical$ is a @Disease$, ( b ) a distinct phenotype exists, and ( c ) the safety of CP in pregnancy is in serious question."	1
11392	We therefore tested whether addition of the leukotriene receptor antagonist montelukast was of therapeutic benefit in a group of @Chemical$-intolerant patients with @Disease$ of whom 90% already were treated with moderate to high doses of glucocorticosteroids.	0
11393	@Disease$ associated with citalopram and @Chemical$.	1
11394	A case of a 53-year-old man who developed @Disease$ after @Chemical$ and moderate oxygen administration is presented.	1
11395	"The case history and toxicological findings of an infant @Disease$ involving @Chemical$, brompheniramine, and dextromethorphan are presented."	1
11396	Both the @Disease$ and the multiple skin cancers first appeared after approximately 6 months of @Chemical$ treatment.	1
11397	"Here, we describe a case of @Disease$ occurring 4 months after the start of interferon alpha treatment, probably induced by the immunomodulatory effects of @Chemical$."	1
11398	An @Disease$ from pegylated liposomal @Chemical$.	1
11399	"METHODOLOGY: This review is based on a detailed review of randomized studies, case-control and cohort studies which aim to study the GI @Disease$ of low-dose @Chemical$."	0
11400	@Chemical$ was restarted 1 month later; there was no recurrence of @Disease$.	0
11401	CONCLUSION: The high use of @Chemical$ in patients at higher @Disease$ risk supports national recommendations.	0
11402	"BACKGROUND: The use of @Chemical$ and other non-steroidal anti-inflammatory drugs (NSAIDs) has been associated with reduced @Disease$ risk, but it is not known if this association extends to women at familial or genetic risk."	0
11403	"Patients with in-hospital @Disease$ were less likely to be discharged on @Chemical$ or thienopyridine (adjusted odds ratio=0.45; 95% CI, 0.31 to 0.64; and odds ratio=0.62; 95% CI, 0.42 to 0.91, respectively)."	0
11404	"A 64 year old man with recurrent metastatic squamous cell carcinoma of the head and neck developed @Disease$ and bone marrow aplasia 4 and 7 days, respectively, following a single dose of 40 mg / m2 methotrexate ( @Chemical$ )."	1
11405	Nasal polyp tissues were obtained from 29 patients [including nine with @Chemical$ (ASA)-hypersensitivity and 12 with bronchial @Disease$] undergoing polypectomy for nasal obstruction.	0
11406	Metabolic balance studies and rechallenge with @Chemical$ were undertaken to investigate the mechanism of the thiazide-induced @Disease$.	1
11407	"Despite treatment with @Chemical$ and picotamide, in the following days the patient experienced two new episodes of stent @Disease$, treated with thrombectomy and deployment of bioengineered stents."	0
11408	CONCLUSIONS : The pathogenesis of @Chemical$-induced @Disease$ in collagen vascular diseases may suggest cutaneous small-vessel vasculitis.	1
11409	"After propensity score matching (PSM) for identified confounders, the relationship between preoperative @Chemical$ use and 30-day all-cause mortality, @Disease$, major adverse cardiocerebral events (MACE), blood transfusion, reoperation for bleeding, and postoperative infection were estimated with separate logistic regression models."	0
11410	"A child in whom a @Chemical$ @Disease$ drug reaction developed which consisted of fever, a pruritic desquamating erythrodermic rash, alopecia, icterus, protein-losing enteropathy, myositis, and nephritis, is described."	1
11411	"In rare cases @Chemical$ ( MMC ) may induce cancer-associated hemolytic uremic syndrome, which is characterized by hemolytic anemia, @Disease$ and progressive renal failure."	1
11412	"The aim of this blinded, randomised, multicentre study was to compare the tolerability of aspirin, paracetamol and @Chemical$ in common @Disease$ resulting from musculoskeletal conditions (MSC) in general practice with patients with other non-MSC pain conditions."	0
11413	"She was administered @Chemical$ because of nausea and, within 2 hours, developed agitation, @Disease$, diaphoresis, and a movement disorder."	1
11414	"CONCLUSIONS : For all patients with @Chemical$-induced @Disease$, possible cross-reactivity of teicoplanin should be monitored."	1
11415	We describe a patient with metastatic prostate cancer who developed @Disease$ during treatment with @Chemical$.	1
11416	"The PAIN (Paracetamol, @Chemical$, Ibuprofen New tolerability) study was a blinded randomised comparison of the tolerability of OTC analgesics in the treatment of common types of acute @Disease$ encountered in the community."	0
11417	"BACKGROUND: Although it is well known that aspirin causes @Disease$ and that @Chemical$-induced gastroduodenal mucosal injury is often asymptomatic, the prevalence and independent factors for gastroduodenal mucosal injury have not been clarified in asymptomatic patients taking low-dose aspirin and gastroprotective agents."	0
11418	"Secondary prevention refers to the use of @Chemical$ to prevent cardiovascular events in patients with established CVD such as an MI, @Disease$, or angina."	0
11419	"Although @Chemical$ withdrawal has been previously reported and usually consists of @Disease$, diaphoresis, and palpitations, this is the first reported patient with generalized seizures and status epilepticus secondary to gabapentin withdrawal."	1
11420	@Chemical$-induced @Disease$ in cystic fibrosis.	1
11421	The proportions of patients with an @Disease$ of &gt;=1 and erosive esophagitis were significantly lower in the rabeprazole group than in the @Chemical$ group at 12 weeks (gastric lesions 33.5 vs.	0
11422	Acute @Disease$ in a healthy normal volunteer exposed to 2 oral doses of @Chemical$ and artesunate.	1
11423	"Our study also highlights that the use of @Chemical$ for primary prevention of cancer was found to cause higher rates of bleeding (any bleeding, major bleeding, and GI bleeding) compared to placebo or no aspirin at the longest follow-up period with no significant benefit in @Disease$ primary prevention."	0
11424	"We evaluated changes in leukotriene and @Chemical$ metabolites for NIUA patients, using patients with NECD and single-NSAID-induced urticaria/@Disease$ or anaphylaxis (SNIUAA) for comparison."	0
11425	Aspirin has been the cornerstone of therapy for the secondary prevention treatment of patients with @Disease$ since landmark trials were completed in the late 1970s and early 1980s that demonstrated the efficacy of @Chemical$ for reducing the risk of ischemic events.	0
11426	A case of the Rett syndrome with @Disease$ induced during @Chemical$ treatment.	1
11427	"Although acetylsalicylic acid is prescribed for a broad range of diseases, it can induce a wide array of clinically recognized hypersensitivity reactions, including aspirin-intolerant asthma (AIA) with @Disease$ and @Chemical$-intolerant urticaria (AIU) with anaphylaxis."	0
11428	@Disease$ developed after rechallenge with controlled release @Chemical$.	1
11429	"A case of @Disease$, limited to the middle turbinate and associated with Widal triad (sinus-nasal polyposis, asthma, @Chemical$ intolerance), is described."	0
11430	@Disease$ is a potential complication of @Chemical$ therapy for psoriasis.	1
11431	AIM: To investigate the clinical differences between small intestinal injuries in low-dose aspirin (@Chemical$) users and in non-steroidal anti-inflammatory drug (NSAID) users who were examined by capsule endoscopy (CE) for @Disease$ (OGIB).	0
11432	"We report 3 patients with @Disease$ due to @Chemical$ therapy, 2 with fatal fulminant hepatitis."	1
11433	Well-differentiated @Disease$ ( FIGO Grade 1 ) with minimal myometrial invasion occurred in a postmenopausal patient on @Chemical$ therapy 5 years after mastectomy for breast carcinoma.	1
11434	We report a case of acute generalized exanthematous pustulosis ( @Disease$ ) in a 50-year-old woman that was attributed to the ingestion of @Chemical$.	1
11435	"TAPT and DAPT were associated with similar rates of death, non-fatal MI, @Disease$ and ST, but compared with @Chemical$, TAPT had lower rates of target lesion revascularization (TLR) (RR 0.67, 95 % CI 0.56-0.82, P &lt; 0.0001) and target vessel revascularization (TVR) (RR 0.65, 95 % CI 0.55-0.77, P &lt; 0.00001), as well as less late loss of minimal lumen diameter (mean difference -0.14, 95 % CI -0.17--0.11, P &lt; 0.00001), and less binary angiographic restenosis (RR 0.54, 95 % CI 0.45-0.65, P &lt; 0.00001)."	0
11436	"Patients with history of GI ulcer/@Disease$ were much more likely to be co-prescribed @Chemical$ than those who had no history of GI disorders (OR, 26.5)."	0
11437	"@Disease$ in epileptics treated with @Chemical$, phenytoin and fluoresone : two case reports."	1
11438	OBJECTIVE : To report the finding of @Disease$ occurring as a result of @Chemical$ therapy of hyperplasia.	1
11439	"@Disease$ following treatment with the pantothenic acid antagonist, @Chemical$."	1
11440	"In France, low-dose @Chemical$ or anti-thrombotic agents use has been found in 30% of upper @Disease$ and 40% of lower GI bleeding episodes."	0
11441	"Sodium cromoglycate (SCG) is used for the treatment of @Disease$ with food allergy, but the efficacy of SCG in @Chemical$-exacerbated food-allergy reactions is unclear."	0
11442	@Disease$ and skin rash from chocolate during fluoxetine and @Chemical$ treatment : case report.	1
11443	INTRODUCTION: The Clopidogrel in Unstable Angina to Prevent Recurrent Events (CURE) study showed that patients with unstable angina pectoris (UAP) and non-ST-elevation @Disease$ (NSTEMI) benefit from combined therapy with @Chemical$ (ASA) and clopidogrel.	0
11444	"The risk of @Disease$ was also increased among patients who had non-end-stage chronic kidney disease or required renal-replacement therapy and was further increased with warfarin, @Chemical$, or both."	0
11445	"Secondary endpoints were: 1) the occurrence of hypersensitivity symptoms during the protocol, 2) the rate of @Chemical$ discontinuation at follow-up; 3) recurrent @Disease$ events."	0
11446	"CONCLUSION: Among elderly patients receiving cardiovascular protection with ASA and pain control with anti-inflammatory drugs, @Chemical$ may be safer with regards to GI toxicity than @Disease$."	0
11447	Safety and outcomes of @Chemical$ desensitization for aspirin-exacerbated @Disease$: A single-center study.	0
11448	"Univariate analysis showed that continuous aspirin use was not significantly associated with @Disease$ complications (odds ratio, 0.933; 95% confidence interval, 0.283-3.074; P = .910 in the aspirin and control groups) and that discontinuous aspirin use was not significantly associated with bleeding complications (odds ratio, 0.963; 95% confidence interval, 0.230-4.025; P = .959 in the @Chemical$ and control groups; odds ratio, 0.969; 95% confidence interval, 0.198-4.752; P = .969 in the aspirin and discontinuous groups)."	0
11449	H pylori eradication is recommended for patients requiring long-term low-dose @Chemical$ therapy who have a prior history of peptic @Disease$ or GI bleeding.	0
11450	"The cause of these previously unreported side effects of @Chemical$ therapy is uncertain but may be related to prostaglandin-mediated vasodilatation, @Disease$, and potentiation of inflammation in the gingiva with referral of pain to the teeth."	1
11451	CONCLUSIONS : This case describes the clinically significant @Disease$ in an elderly patient after adding a chemotherapy regimen of levamisole and 5-FU to a previous regimen of @Chemical$ alone.	1
11452	"Further research is needed to assess the benefit-risk ratio of clopidogrel plus @Chemical$ in specific subpopulations of patients at high risk for atherothrombotic events, and to determine the role of clopidogrel plus aspirin in preventing cardioembolic stroke or early recurrent @Disease$ after symptomatic large-vessel atherostenosis."	0
11453	"CONCLUSIONS: Among STEMI patients treated with a fibrinolytic agent and @Chemical$, use of NSAIDs in the week preceding the incident event was associated with a higher incidence of MI, the composite of @Disease$ and MI as well as the composite of death, MI, severe heart failure and shock at 30 days."	0
11454	A case of @Chemical$-induced @Disease$ in a 16-year-old girl with cystic fibrosis.	1
11455	@Chemical$-induced @Disease$.	1
11456	@Chemical$ desensitization has been proven to be efficacious and safe and was able to reduce the need for other medications in @Disease$ patients.	0
11457	"@Chemical$ therapy may result in @Disease$ that leak renal tubular antigens, which in turn complex with autoantibody and produce an autoimmune membranous nephropathy."	1
11458	"BACKGROUND: Previous studies have suggested a benefit of cilostazol in addition to standard dual-antiplatelet therapy (@Chemical$), reducing in-stent @Disease$ and restenosis after percutaneous coronary intervention (PCI) with bare-metal and drug-eluting stent (DES) implantation."	0
11459	Physicians should keep in mind that taxanes such as @Chemical$ have the potential to cause @Disease$ and lung fibrosis.	1
11460	"On the second day of hospitalization, it was noted that the patient's @Disease$ and sinus bradycardia could be related to a recent increase in his @Chemical$ dosage."	1
11461	"However, an association of @Chemical$ with @Disease$ has been reported."	1
11462	@Disease$ to @Chemical$ are an uncommon side effect of therapy and can cause minor or life-threatening pulmonary dysfunction.	1
11463	Both PAN and @Chemical$ have been independently demonstrated to cause @Disease$.	1
11464	"The presence of @Chemical$ in the blood or urine of @Disease$ patients has not been demonstrated, and no animal model of Reye's syndrome has been developed where aspirin causes the disease."	0
11465	Whether the PFA-100 or any other practical measure of @Chemical$ can be used in clinical practice to identify added @Disease$ risk and to inform platelet inhibition therapy needs further study.	0
11466	"The possibility of @Chemical$ hypersensitivity reactions should be considered when patients receiving phenytoin have unusual symptoms, particularly fever, @Disease$, and lymphadenopathy."	1
11467	[Tolerability of Asacard--controlled-release @Chemical$ and aspirin-induced @Disease$].	0
11468	@Disease$ as a late side effect of prolonged @Chemical$ therapy for infantile spasms.	1
11469	"After a second dose of @Chemical$, these symptoms recurred and were associated with confusion, agitation, fever, diaphoresis, tachypnea, tachycardia, and @Disease$."	1
11470	We report marked QT prolongation and @Disease$ in a setting of flash pulmonary edema resulting from acute myocardial ischemia in a patient who was being treated with @Chemical$ for atrial fibrillation.	1
11471	A 40-year-old man with a long standing history of rheumatoid arthritis was treated with @Chemical$ over a 6 month period and developed an @Disease$.	1
11472	Dihydropyrimidine dehydrogenase deficiency : a pharmacogenetic defect causing @Disease$ to @Chemical$-based chemotherapy.	1
11473	"The case history and toxicological findings of an infant @Disease$ involving pseudoephedrine, @Chemical$, and dextromethorphan are presented."	1
11474	"Administration of intrathecal @Chemical$ in the same dose over longer intervals within 3-5 days between consecutive doses resulted in mild, transient neurological symptoms ( @Disease$ ) in only one of 30 patients so treated."	1
